id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5009,Cozy Entire home/apt in Lower East Side,56853,Michael,Manhattan,Lower East Side,40.718817,-73.995508,Entire home/apt,112,3,18,2019-02-22,0.56,1,241
5010,Cozy Entire home/apt in Lower East Side,13387,Sarah,Manhattan,Lower East Side,40.725719,-73.982538,Entire home/apt,97,7,36,2020-06-30,1.0,10,263
5011,Cozy Private room in Chelsea,44226,Maria,Manhattan,Chelsea,40.772407,-73.964373,Private room,27,3,22,2019-08-29,0.88,1,338
5012,Cozy Entire home/apt in Kingsbridge,14484,Emma,Bronx,Kingsbridge,40.848534,-73.877797,Entire home/apt,80,14,11,2019-07-01,0.31,1,189
5013,Cozy Private room in Bushwick,50396,John,Brooklyn,Bushwick,40.659038,-73.940877,Private room,94,2,45,2020-03-15,7.5,1,323
5014,Cozy Entire home/apt in Chelsea,65699,Sarah,Manhattan,Chelsea,40.73864,-73.952937,Entire home/apt,411,7,66,2020-05-06,33.0,10,100
5015,Cozy Entire home/apt in Riverdale,57502,David,Bronx,Riverdale,40.834038,-73.914422,Entire home/apt,44,7,23,2019-09-22,2.09,2,133
5016,Cozy Entire home/apt in Hell's Kitchen,50668,Michael,Manhattan,Hell's Kitchen,40.737628,-74.008596,Entire home/apt,131,14,53,2019-09-21,1.96,1,119
5017,Cozy Entire home/apt in Flushing,97087,James,Queens,Flushing,40.760544,-73.852232,Entire home/apt,80,30,26,2019-07-28,2.36,1,26
5018,Cozy Private room in Long Island City,91084,Maria,Queens,Long Island City,40.728604,-73.89351,Private room,10,60,42,2019-10-23,2.1,2,77
5019,Cozy Private room in Lower East Side,22871,Maria,Manhattan,Lower East Side,40.734863,-73.964411,Private room,179,90,40,2019-03-20,4.0,1,99
5020,Cozy Private room in Midtown,24541,John,Manhattan,Midtown,40.761138,-73.986322,Private room,316,2,15,2019-09-03,3.0,1,138
5021,Cozy Entire home/apt in Crown Heights,26484,David,Brooklyn,Crown Heights,40.700712,-73.913635,Entire home/apt,189,14,0,,,1,350
5022,Cozy Private room in St. George,82251,Lisa,Staten Island,St. George,40.580447,-74.132075,Private room,53,3,48,2019-12-12,6.0,10,313
5023,Cozy Entire home/apt in Bed-Stuy,91628,Lisa,Brooklyn,Bed-Stuy,40.660603,-73.910052,Entire home/apt,166,90,2,2020-06-07,0.25,2,202
5024,Cozy Private room in Jackson Heights,68328,Michael,Queens,Jackson Heights,40.750493,-73.888081,Private room,58,1,11,2019-03-27,0.48,1,24
5025,Cozy Entire home/apt in Midtown,21255,Emma,Manhattan,Midtown,40.791321,-73.954284,Entire home/apt,144,7,15,2019-06-30,0.6,10,31
5026,Cozy Entire home/apt in Bushwick,61241,Michael,Brooklyn,Bushwick,40.68905,-73.96349,Entire home/apt,132,2,11,2019-01-19,1.83,1,280
5027,Cozy Entire home/apt in Williamsburg,25759,David,Brooklyn,Williamsburg,40.698933,-73.941289,Entire home/apt,182,60,0,,,2,271
5028,Cozy Private room in Harlem,35550,Emma,Manhattan,Harlem,40.771415,-74.022373,Private room,125,3,12,2019-06-14,0.35,1,77
5029,Cozy Entire home/apt in Flushing,31595,Lisa,Queens,Flushing,40.693133,-73.895395,Entire home/apt,78,3,1,2019-12-26,0.5,2,213
5030,Cozy Entire home/apt in Chelsea,51247,James,Manhattan,Chelsea,40.791837,-73.985203,Entire home/apt,179,3,31,2020-03-18,4.43,2,168
5031,Cozy Entire home/apt in Jackson Heights,26806,Sarah,Queens,Jackson Heights,40.697647,-73.842435,Entire home/apt,114,60,6,2019-06-21,0.46,1,255
5032,Cozy Entire home/apt in Lower East Side,60809,Lisa,Manhattan,Lower East Side,40.747199,-73.979373,Entire home/apt,324,2,75,2019-03-10,5.0,1,67
5033,Cozy Private room in Park Slope,48867,Lisa,Brooklyn,Park Slope,40.702254,-73.917787,Private room,111,3,49,2020-02-01,2.33,1,332
5034,Cozy Entire home/apt in Crown Heights,98562,Sarah,Brooklyn,Crown Heights,40.680305,-73.955781,Entire home/apt,110,1,19,2019-02-12,6.33,2,254
5035,Cozy Entire home/apt in Upper East Side,39456,Sarah,Manhattan,Upper East Side,40.759022,-74.007963,Entire home/apt,209,14,9,2019-01-04,0.39,1,57
5036,Cozy Private room in Midtown,80059,Emma,Manhattan,Midtown,40.742881,-73.974663,Private room,281,1,6,2019-12-13,0.22,5,249
5037,Cozy Private room in Hell's Kitchen,64857,John,Manhattan,Hell's Kitchen,40.733676,-73.969681,Private room,140,3,6,2019-11-19,0.2,2,64
5038,Cozy Private room in Midtown,37654,David,Manhattan,Midtown,40.752539,-73.993091,Private room,269,2,5,2019-04-09,0.15,3,302
5039,Cozy Private room in Bed-Stuy,76548,Maria,Brooklyn,Bed-Stuy,40.673547,-73.934992,Private room,72,7,4,2019-05-20,0.13,1,219
5040,Cozy Entire home/apt in Upper East Side,57419,Emma,Manhattan,Upper East Side,40.776302,-73.985564,Entire home/apt,43,7,75,2019-05-03,25.0,1,41
5041,Cozy Entire home/apt in Long Island City,85120,Sarah,Queens,Long Island City,40.725675,-73.841898,Entire home/apt,69,2,47,2019-11-16,1.34,1,142
5042,Cozy Private room in Fordham,73187,Michael,Bronx,Fordham,40.805712,-73.859655,Private room,23,2,24,2019-02-09,3.43,1,259
5043,Cozy Private room in Williamsburg,33575,Michael,Brooklyn,Williamsburg,40.637001,-73.929716,Private room,70,1,5,2019-05-21,0.29,1,133
5044,Cozy Private room in Upper East Side,48010,David,Manhattan,Upper East Side,40.776233,-74.022705,Private room,129,7,8,2019-10-15,0.36,1,42
5045,Cozy Entire home/apt in Upper East Side,49202,Maria,Manhattan,Upper East Side,40.789816,-73.995052,Entire home/apt,320,7,27,2020-06-27,1.12,10,24
5046,Cozy Private room in Williamsburg,26351,Lisa,Brooklyn,Williamsburg,40.645049,-73.923492,Private room,69,7,32,2019-11-12,1.6,5,263
5047,Cozy Private room in Park Slope,12363,John,Brooklyn,Park Slope,40.626352,-73.932699,Private room,10,2,5,2019-01-27,0.26,3,146
5048,Cozy Entire home/apt in Chelsea,41903,David,Manhattan,Chelsea,40.782991,-73.981567,Entire home/apt,192,7,11,2019-04-06,1.22,1,112
5049,Cozy Private room in Astoria,30038,Emma,Queens,Astoria,40.726443,-73.871812,Private room,63,2,21,2019-04-27,3.0,1,156
5050,Cozy Entire home/apt in Stapleton,83107,Emma,Staten Island,Stapleton,40.54819,-74.186326,Entire home/apt,57,30,22,2019-11-22,2.75,10,191
5051,Cozy Entire home/apt in Flushing,47025,Sarah,Queens,Flushing,40.756744,-73.87238,Entire home/apt,43,3,25,,1.67,2,266
5052,Cozy Private room in Astoria,34616,Michael,Queens,Astoria,40.689383,-73.835559,Private room,51,30,40,2019-11-15,1.11,5,124
5053,Cozy Entire home/apt in Lower East Side,46564,Maria,Manhattan,Lower East Side,40.789686,-73.991352,Entire home/apt,294,3,95,2019-11-01,2.64,5,7
5054,Cozy Shared room in Crown Heights,23698,Maria,Brooklyn,Crown Heights,40.670804,-73.912129,Shared room,93,3,21,2020-02-18,7.0,2,324
5055,Cozy Private room in Long Island City,84848,James,Queens,Long Island City,40.718877,-73.848688,Private room,46,1,8,2019-04-06,0.36,1,169
5056,Cozy Entire home/apt in Crown Heights,23539,John,Brooklyn,Crown Heights,40.639353,-73.980262,Entire home/apt,104,1,22,2019-05-21,4.4,3,59
5057,Cozy Entire home/apt in Midtown,85992,John,Manhattan,Midtown,40.729295,-74.006345,Entire home/apt,166,1,22,2019-04-20,0.71,2,183
5058,Cozy Entire home/apt in Riverdale,30705,Lisa,Bronx,Riverdale,40.851624,-73.861362,Entire home/apt,73,2,43,2020-01-05,1.65,5,51
5059,Cozy Entire home/apt in Bed-Stuy,13719,Maria,Brooklyn,Bed-Stuy,40.68094,-73.983625,Entire home/apt,240,14,11,2019-09-28,1.0,1,274
5060,Cozy Entire home/apt in Bed-Stuy,86419,Sarah,Brooklyn,Bed-Stuy,40.683663,-73.96058,Entire home/apt,235,14,2,2019-03-25,0.09,1,218
5061,Cozy Private room in Flushing,96860,David,Queens,Flushing,40.703569,-73.854136,Private room,10,1,5,2019-04-17,2.5,1,87
5062,Cozy Entire home/apt in Park Slope,98164,Sarah,Brooklyn,Park Slope,40.687191,-73.946468,Entire home/apt,107,7,1,2019-05-10,0.09,1,316
5063,Cozy Entire home/apt in Hell's Kitchen,30957,Sarah,Manhattan,Hell's Kitchen,40.770411,-73.975566,Entire home/apt,215,2,93,2020-02-22,,10,68
5064,Cozy Entire home/apt in Hell's Kitchen,85919,Michael,Manhattan,Hell's Kitchen,40.715023,-73.950865,Entire home/apt,233,1,7,2019-07-12,0.22,1,289
5065,Cozy Private room in Bed-Stuy,12537,Sarah,Brooklyn,Bed-Stuy,40.692689,-73.98146,Private room,142,3,21,2019-03-02,0.75,1,159
5066,Cozy Private room in Flushing,49286,James,Queens,Flushing,40.75908,-73.826143,Private room,58,7,25,2019-07-17,0.74,10,33
5067,Cozy Private room in Long Island City,44594,Emma,Queens,Long Island City,40.736552,-73.837164,Private room,83,7,61,2019-05-20,2.35,1,106
5068,Cozy Entire home/apt in Lower East Side,74276,James,Manhattan,Lower East Side,40.784238,-74.01134,Entire home/apt,216,7,31,2019-10-22,1.72,1,260
5069,Cozy Entire home/apt in Harlem,82483,Maria,Manhattan,Harlem,40.781944,-74.022867,Entire home/apt,311,2,1,2020-03-06,0.06,1,306
5070,Cozy Shared room in Bed-Stuy,52229,Lisa,Brooklyn,Bed-Stuy,40.654881,-73.953326,Shared room,10,90,18,2019-01-02,2.25,20,68
5071,Cozy Private room in Park Slope,31617,Sarah,Brooklyn,Park Slope,40.644216,-73.912356,Private room,124,3,6,2019-09-17,0.67,1,328
5072,Cozy Private room in Lower East Side,24899,David,Manhattan,Lower East Side,40.77169,-73.976644,Private room,177,30,26,2019-05-03,1.62,3,129
5073,Cozy Entire home/apt in Harlem,80289,John,Manhattan,Harlem,40.724675,-73.998044,Entire home/apt,150,1,27,2019-08-25,1.69,1,118
5074,Cozy Entire home/apt in Hell's Kitchen,28703,John,Manhattan,Hell's Kitchen,40.781689,-73.977435,Entire home/apt,105,2,17,2019-03-15,0.65,5,321
5075,Cozy Entire home/apt in Harlem,77357,Sarah,Manhattan,Harlem,40.747605,-73.948742,Entire home/apt,163,1,37,2019-10-11,,10,110
5076,Cozy Private room in Bed-Stuy,80899,John,Brooklyn,Bed-Stuy,40.633014,-73.912106,Private room,57,7,5,2019-08-04,,10,316
5077,Cozy Entire home/apt in Hell's Kitchen,85976,John,Manhattan,Hell's Kitchen,40.763482,-73.962605,Entire home/apt,376,3,48,2020-02-28,6.86,2,362
5078,Cozy Entire home/apt in Crown Heights,71891,Sarah,Brooklyn,Crown Heights,40.649166,-73.929251,Entire home/apt,91,1,13,2020-04-02,1.3,1,271
5079,Cozy Private room in Harlem,28487,Maria,Manhattan,Harlem,40.750657,-73.96961,Private room,144,2,0,,,1,151
5080,Cozy Private room in Crown Heights,45120,Emma,Brooklyn,Crown Heights,40.691608,-73.980674,Private room,113,3,78,2020-02-25,3.12,1,263
5081,Cozy Private room in Long Island City,27822,Lisa,Queens,Long Island City,40.761357,-73.881169,Private room,45,1,35,2019-07-26,3.5,10,22
5082,Cozy Shared room in Harlem,34313,James,Manhattan,Harlem,40.764578,-73.98806,Shared room,26,1,6,,0.46,3,36
5083,Cozy Shared room in Hell's Kitchen,13207,Sarah,Manhattan,Hell's Kitchen,40.785003,-73.96036,Shared room,108,1,1,2020-05-16,0.03,1,60
5084,Cozy Entire home/apt in Chelsea,70041,James,Manhattan,Chelsea,40.73506,-73.977176,Entire home/apt,10,3,10,2019-02-20,0.59,1,344
5085,Cozy Private room in Midtown,39100,James,Manhattan,Midtown,40.718149,-74.00023,Private room,232,7,29,2020-04-19,2.64,1,159
5086,Cozy Entire home/apt in Astoria,44022,John,Queens,Astoria,40.701549,-73.824841,Entire home/apt,48,14,46,2020-04-14,1.35,1,318
5087,Cozy Entire home/apt in Long Island City,44339,Sarah,Queens,Long Island City,40.752034,-73.880177,Entire home/apt,69,3,38,2020-02-28,,1,199
5088,Cozy Private room in Chelsea,80913,David,Manhattan,Chelsea,40.774092,-73.976079,Private room,346,3,6,2019-10-18,0.33,1,268
5089,Cozy Private room in Harlem,13534,James,Manhattan,Harlem,40.717175,-73.990103,Private room,113,14,19,2019-01-15,0.61,20,8
5090,Cozy Entire home/apt in Astoria,99361,Lisa,Queens,Astoria,40.721699,-73.832587,Entire home/apt,91,2,11,2019-12-23,0.55,1,270
5091,Cozy Private room in Flushing,73412,Lisa,Queens,Flushing,40.712823,-73.871013,Private room,94,30,10,2019-07-25,0.56,2,239
5092,Cozy Private room in Fordham,34759,James,Bronx,Fordham,40.847746,-73.854568,Private room,10,3,7,2019-10-04,0.64,3,182
5093,Cozy Private room in Park Slope,46548,Sarah,Brooklyn,Park Slope,40.639982,-73.956202,Private room,10,3,32,2020-03-24,3.56,1,361
5094,Cozy Private room in Midtown,30726,Sarah,Manhattan,Midtown,40.761074,-73.967001,Private room,196,1,17,2020-05-12,0.68,20,147
5095,Cozy Entire home/apt in Harlem,52786,David,Manhattan,Harlem,40.724818,-74.00417,Entire home/apt,152,30,5,2019-04-23,0.28,3,77
5096,Cozy Entire home/apt in Crown Heights,69922,Michael,Brooklyn,Crown Heights,40.701608,-73.906895,Entire home/apt,111,2,34,2019-04-12,1.89,3,42
5097,Cozy Private room in Hell's Kitchen,21416,Michael,Manhattan,Hell's Kitchen,40.730143,-74.016714,Private room,39,30,52,2020-02-18,26.0,10,120
5098,Cozy Entire home/apt in Midtown,56784,Maria,Manhattan,Midtown,40.793487,-73.999089,Entire home/apt,182,2,59,2019-09-05,3.11,5,317
5099,Cozy Private room in Crown Heights,17753,Sarah,Brooklyn,Crown Heights,40.687923,-73.944757,Private room,76,3,6,2020-06-26,0.5,1,239
5100,Cozy Entire home/apt in Park Slope,23119,John,Brooklyn,Park Slope,40.673902,-73.931294,Entire home/apt,128,1,17,2019-06-02,8.5,1,254
5101,Cozy Private room in Long Island City,37552,James,Queens,Long Island City,40.714106,-73.868051,Private room,133,2,47,2019-12-16,47.0,3,253
5102,Cozy Entire home/apt in Park Slope,44838,Sarah,Brooklyn,Park Slope,40.689395,-73.95006,Entire home/apt,189,30,4,2019-07-11,0.57,1,319
5103,Cozy Entire home/apt in Crown Heights,78171,James,Brooklyn,Crown Heights,40.668715,-73.915179,Entire home/apt,93,1,3,2019-09-15,0.17,1,43
5104,Cozy Private room in Bed-Stuy,96919,Sarah,Brooklyn,Bed-Stuy,40.6284,-73.963235,Private room,10,30,1,2020-02-16,0.04,1,160
5105,Cozy Entire home/apt in Midtown,83904,James,Manhattan,Midtown,40.789021,-73.971489,Entire home/apt,255,14,25,2020-04-28,1.92,1,88
5106,Cozy Entire home/apt in Harlem,80818,Emma,Manhattan,Harlem,40.776857,-73.997335,Entire home/apt,184,1,2,2019-02-16,0.09,1,136
5107,Cozy Entire home/apt in Chelsea,38128,Lisa,Manhattan,Chelsea,40.742027,-73.947632,Entire home/apt,246,2,9,2019-09-04,0.26,1,51
5108,Cozy Private room in Fordham,64816,Lisa,Bronx,Fordham,40.820854,-73.908144,Private room,50,3,21,2019-08-22,0.75,1,361
5109,Cozy Entire home/apt in Lower East Side,54072,John,Manhattan,Lower East Side,40.734545,-74.004772,Entire home/apt,272,30,44,2019-03-20,6.29,1,9
5110,Cozy Shared room in Bed-Stuy,11250,David,Brooklyn,Bed-Stuy,40.699588,-73.936212,Shared room,42,1,28,2019-08-25,1.04,1,226
5111,Cozy Entire home/apt in Midtown,74181,Sarah,Manhattan,Midtown,40.766469,-73.964313,Entire home/apt,130,60,12,2020-04-23,0.44,1,210
5112,Cozy Entire home/apt in Lower East Side,39587,Maria,Manhattan,Lower East Side,40.720991,-73.982969,Entire home/apt,318,3,7,2019-04-16,0.19,1,216
5113,Cozy Private room in Park Slope,52030,David,Brooklyn,Park Slope,40.640263,-73.946774,Private room,94,14,6,2019-08-15,0.43,5,213
5114,Cozy Entire home/apt in Harlem,95638,Emma,Manhattan,Harlem,40.78515,-73.984289,Entire home/apt,105,2,1,2019-04-10,0.33,2,232
5115,Cozy Entire home/apt in Crown Heights,22645,John,Brooklyn,Crown Heights,40.69663,-73.907996,Entire home/apt,222,3,25,2020-02-23,3.12,1,97
5116,Cozy Entire home/apt in Crown Heights,42925,Lisa,Brooklyn,Crown Heights,40.678627,-73.979969,Entire home/apt,10,2,16,2019-08-03,2.67,1,222
5117,Cozy Entire home/apt in Chelsea,66993,Sarah,Manhattan,Chelsea,40.763073,-73.969416,Entire home/apt,262,2,2,2019-05-02,0.33,1,69
5118,Cozy Private room in Fordham,92340,Sarah,Bronx,Fordham,40.805925,-73.846362,Private room,18,1,49,2019-02-15,1.58,3,167
5119,Cozy Entire home/apt in Crown Heights,57206,David,Brooklyn,Crown Heights,40.655452,-73.947942,Entire home/apt,133,2,18,2019-01-07,0.56,5,354
5120,Cozy Private room in Harlem,13457,James,Manhattan,Harlem,40.779512,-74.015391,Private room,10,60,44,2019-12-05,6.29,1,72
5121,Cozy Private room in Midtown,15045,Sarah,Manhattan,Midtown,40.780275,-73.999978,Private room,281,3,18,2019-10-12,18.0,2,141
5122,Cozy Shared room in Upper East Side,83867,Emma,Manhattan,Upper East Side,40.749265,-74.000023,Shared room,57,14,19,2020-01-01,0.66,1,347
5123,Cozy Entire home/apt in Flushing,73534,John,Queens,Flushing,40.738151,-73.874324,Entire home/apt,68,14,34,2019-04-10,17.0,1,260
5124,Cozy Private room in New Brighton,21510,Michael,Staten Island,New Brighton,40.607612,-74.119659,Private room,70,30,43,2019-07-17,3.58,1,150
5125,Cozy Entire home/apt in St. George,18226,Sarah,Staten Island,St. George,40.610445,-74.158954,Entire home/apt,83,14,14,2019-02-16,1.17,1,246
5126,Cozy Entire home/apt in Harlem,23930,Sarah,Manhattan,Harlem,40.747976,-73.94985,Entire home/apt,134,1,15,,1.67,10,244
5127,Cozy Entire home/apt in Chelsea,26665,Lisa,Manhattan,Chelsea,40.761132,-73.994749,Entire home/apt,316,1,6,2019-03-04,0.21,1,97
5128,Cozy Shared room in Riverdale,16139,David,Bronx,Riverdale,40.801195,-73.872298,Shared room,10,7,6,2019-02-02,0.75,10,145
5129,Cozy Entire home/apt in Hell's Kitchen,21825,Sarah,Manhattan,Hell's Kitchen,40.721579,-74.005158,Entire home/apt,192,1,6,2020-01-11,0.3,10,330
5130,Cozy Entire home/apt in Kingsbridge,99875,James,Bronx,Kingsbridge,40.801069,-73.912009,Entire home/apt,101,2,1,2019-06-07,0.2,20,147
5131,Cozy Entire home/apt in Harlem,24360,Lisa,Manhattan,Harlem,40.752506,-74.017082,Entire home/apt,340,60,62,2020-01-23,62.0,3,46
5132,Cozy Private room in Bushwick,58674,Emma,Brooklyn,Bushwick,40.635639,-73.935105,Private room,34,2,2,2019-02-05,0.06,2,319
5133,Cozy Entire home/apt in Bushwick,26308,James,Brooklyn,Bushwick,40.692405,-73.9041,Entire home/apt,160,1,9,2019-04-22,1.5,2,91
5134,Cozy Entire home/apt in Harlem,75939,Sarah,Manhattan,Harlem,40.74694,-73.951579,Entire home/apt,392,1,47,2019-03-16,4.7,1,149
5135,Cozy Private room in Upper East Side,61739,Maria,Manhattan,Upper East Side,40.783448,-74.008345,Private room,107,2,6,2020-03-21,0.4,3,1
5136,Cozy Entire home/apt in Bushwick,29162,Michael,Brooklyn,Bushwick,40.658666,-73.942779,Entire home/apt,186,14,137,2020-06-16,3.81,3,357
5137,Cozy Entire home/apt in Long Island City,70215,Lisa,Queens,Long Island City,40.747896,-73.897179,Entire home/apt,125,2,11,2019-06-11,0.31,5,304
5138,Cozy Entire home/apt in Kingsbridge,72519,Sarah,Bronx,Kingsbridge,40.818509,-73.88618,Entire home/apt,116,7,32,2020-04-04,1.14,2,334
5139,Cozy Private room in Harlem,65464,Lisa,Manhattan,Harlem,40.718934,-73.987083,Private room,218,30,30,2019-10-13,1.43,1,333
5140,Cozy Entire home/apt in Crown Heights,70989,Sarah,Brooklyn,Crown Heights,40.644116,-73.911112,Entire home/apt,97,60,0,,,10,36
5141,Cozy Private room in Astoria,73335,Sarah,Queens,Astoria,40.722752,-73.874748,Private room,43,1,1,2020-02-20,0.05,2,60
5142,Cozy Private room in Jackson Heights,18493,Lisa,Queens,Jackson Heights,40.697291,-73.886016,Private room,10,7,7,2019-04-04,0.88,2,182
5143,Cozy Private room in Hell's Kitchen,35393,David,Manhattan,Hell's Kitchen,40.766826,-74.013619,Private room,173,7,23,2019-02-25,1.53,1,324
5144,Cozy Entire home/apt in Astoria,28266,Lisa,Queens,Astoria,40.752465,-73.899832,Entire home/apt,79,7,6,2020-02-09,0.67,1,163
5145,Cozy Entire home/apt in Williamsburg,79850,David,Brooklyn,Williamsburg,40.670395,-73.959408,Entire home/apt,94,1,33,2019-08-26,3.67,5,278
5146,Cozy Private room in Bushwick,90390,John,Brooklyn,Bushwick,40.649899,-73.921729,Private room,17,1,26,2020-06-04,0.74,1,67
5147,Cozy Entire home/apt in Midtown,16326,Sarah,Manhattan,Midtown,40.786068,-73.987858,Entire home/apt,10,3,28,,1.27,1,304
5148,Cozy Shared room in Kingsbridge,68028,Maria,Bronx,Kingsbridge,40.841715,-73.877597,Shared room,35,2,19,2019-09-23,,1,245
5149,Cozy Entire home/apt in Long Island City,22805,David,Queens,Long Island City,40.689893,-73.828593,Entire home/apt,101,1,7,2019-07-02,2.33,1,117
5150,Cozy Private room in Park Slope,93408,Lisa,Brooklyn,Park Slope,40.672624,-73.975355,Private room,10,1,7,2019-07-30,0.78,2,215
5151,Cozy Entire home/apt in Harlem,38858,Maria,Manhattan,Harlem,40.786628,-73.9804,Entire home/apt,120,30,40,,4.0,1,151
5152,Cozy Entire home/apt in Jackson Heights,49802,Maria,Queens,Jackson Heights,40.763412,-73.846629,Entire home/apt,55,1,41,2020-03-08,1.17,5,283
5153,Cozy Entire home/apt in Midtown,88117,Emma,Manhattan,Midtown,40.791028,-73.963169,Entire home/apt,83,2,2,2020-04-16,0.18,1,242
5154,Cozy Private room in Long Island City,33128,Emma,Queens,Long Island City,40.736844,-73.848357,Private room,52,2,22,2019-01-31,7.33,2,16
5155,Cozy Entire home/apt in Midtown,43819,John,Manhattan,Midtown,40.78272,-73.983664,Entire home/apt,204,60,48,2019-01-25,24.0,1,335
5156,Cozy Entire home/apt in Williamsburg,67560,Emma,Brooklyn,Williamsburg,40.643428,-73.934179,Entire home/apt,188,30,45,2019-06-18,7.5,5,187
5157,Cozy Shared room in Midtown,53882,Sarah,Manhattan,Midtown,40.73862,-73.946631,Shared room,10,7,43,2020-05-07,6.14,1,143
5158,Cozy Entire home/apt in Park Slope,91472,Emma,Brooklyn,Park Slope,40.679155,-73.909745,Entire home/apt,187,2,43,2019-02-28,21.5,1,239
