id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
5975,Manhattan,Upper East Side,40.792708,-73.971784,Private room,168,7,6.0,0.23,10,261
5976,Queens,Flushing,40.766105,-73.838288,Entire home/apt,130,1,5.0,2.5,2,287
5977,Brooklyn,Bed-Stuy,40.666369,-73.904837,Entire home/apt,77,1,18.0,2.25,1,351
5978,Manhattan,Lower East Side,40.741204,-73.974487,Private room,30,2,22.0,1.22,20,263
5979,Manhattan,Hell's Kitchen,40.769932,-73.967291,Entire home/apt,281,1,0.0,,1,125
5980,Staten Island,St. George,40.613579,-74.159,Private room,57,30,18.0,0.75,5,167
5981,Manhattan,Upper East Side,40.789397,-73.961584,Entire home/apt,136,7,49.0,1.58,5,309
5982,Brooklyn,Bed-Stuy,40.656596,-73.926192,Private room,35,1,16.0,0.59,1,0
5983,Manhattan,Hell's Kitchen,40.733581,-74.016469,Entire home/apt,155,90,38.0,,10,277
5984,Queens,Astoria,40.761012,-73.865223,Entire home/apt,105,14,121.0,5.76,1,346
5985,Manhattan,Midtown,40.773514,-73.954517,Private room,145,1,11.0,0.46,1,278
5986,Brooklyn,Williamsburg,40.676417,-73.966591,Private room,74,3,3.0,0.14,1,216
5987,Staten Island,New Brighton,40.597415,-74.157017,Entire home/apt,69,2,17.0,0.59,1,50
5988,Queens,Flushing,40.736225,-73.886253,Entire home/apt,109,1,24.0,0.75,5,289
5989,Brooklyn,Park Slope,40.683338,-73.955836,Private room,40,3,10.0,1.67,5,188
5990,Bronx,Fordham,40.810853,-73.875324,Entire home/apt,40,7,69.0,2.46,3,161
5991,Brooklyn,Park Slope,40.632078,-73.916383,Private room,19,1,43.0,6.14,2,223
5992,Manhattan,Hell's Kitchen,40.746917,-73.997119,Private room,21,3,54.0,2.16,1,152
5993,Brooklyn,Crown Heights,40.704263,-73.924185,Private room,120,14,11.0,0.85,1,242
5994,Queens,Flushing,40.740253,-73.841341,Private room,126,7,2.0,0.06,1,254
5995,Brooklyn,Bed-Stuy,40.702484,-73.908752,Entire home/apt,70,14,62.0,1.88,1,47
5996,Bronx,Riverdale,40.862669,-73.895949,Entire home/apt,32,30,42.0,4.67,1,2
5997,Brooklyn,Park Slope,40.699231,-73.920087,Private room,98,1,9.0,1.5,5,288
5998,Bronx,Fordham,40.844249,-73.895268,Private room,39,1,10.0,0.28,2,185
5999,Queens,Jackson Heights,40.741499,-73.874934,Private room,43,90,10.0,0.91,3,88
6000,Manhattan,Upper East Side,40.791139,-73.980916,Entire home/apt,313,1,50.0,6.25,1,269
6001,Manhattan,Upper East Side,40.757478,-74.000786,Shared room,12,30,6.0,0.17,1,38
6002,Queens,Flushing,40.708216,-73.835612,Private room,78,7,1.0,0.06,1,134
6003,Manhattan,Harlem,40.754797,-74.021192,Private room,10,1,19.0,1.73,1,351
6004,Manhattan,Hell's Kitchen,40.750571,-73.951535,Private room,43,3,12.0,2.0,2,118
6005,Brooklyn,Williamsburg,40.660447,-73.955834,Entire home/apt,132,3,22.0,0.79,10,235
6006,Brooklyn,Williamsburg,40.656676,-73.945478,Private room,75,2,7.0,0.64,2,261
6007,Manhattan,Chelsea,40.74349,-73.959842,Entire home/apt,78,2,4.0,0.16,2,122
6008,Manhattan,Chelsea,40.781108,-74.013015,Entire home/apt,272,1,3.0,0.2,1,81
6009,Manhattan,Hell's Kitchen,40.770245,-73.981018,Entire home/apt,242,14,0.0,,1,365
6010,Brooklyn,Crown Heights,40.689768,-73.947564,Shared room,67,2,15.0,,1,219
6011,Bronx,Kingsbridge,40.841126,-73.873365,Private room,12,14,3.0,0.38,1,207
6012,Brooklyn,Bushwick,40.630846,-73.960687,Shared room,10,3,27.0,0.77,1,124
6013,Queens,Jackson Heights,40.725609,-73.847149,Private room,10,2,12.0,2.0,1,63
6014,Manhattan,Hell's Kitchen,40.733166,-74.015851,Private room,10,1,22.0,1.0,1,125
6015,Manhattan,Harlem,40.77585,-73.998401,Private room,84,1,18.0,3.6,5,197
6016,Brooklyn,Crown Heights,40.704334,-73.906848,Entire home/apt,36,1,11.0,0.44,1,48
6017,Manhattan,Hell's Kitchen,40.732925,-73.996083,Private room,281,2,5.0,0.2,1,9
6018,Bronx,Kingsbridge,40.809248,-73.874949,Shared room,16,2,4.0,0.11,3,84
6019,Queens,Jackson Heights,40.689465,-73.821156,Private room,21,1,82.0,5.47,1,298
6020,Brooklyn,Bushwick,40.702717,-73.912098,Entire home/apt,241,1,36.0,2.12,1,5
6021,Bronx,Riverdale,40.870457,-73.868865,Entire home/apt,105,1,16.0,0.84,1,200
6022,Queens,Astoria,40.73837,-73.82622,Shared room,44,3,16.0,2.0,2,210
6023,Brooklyn,Williamsburg,40.638646,-73.966198,Shared room,10,3,4.0,0.18,1,221
6024,Manhattan,Hell's Kitchen,40.749873,-74.012503,Entire home/apt,244,2,6.0,0.46,2,31
6025,Brooklyn,Williamsburg,40.691255,-73.911991,Shared room,22,2,1.0,0.04,2,44
6026,Manhattan,Harlem,40.737206,-73.974446,Entire home/apt,238,3,8.0,0.38,3,175
6027,Manhattan,Upper East Side,40.775866,-73.952733,Private room,94,14,18.0,18.0,5,142
6028,Manhattan,Chelsea,40.772846,-73.952929,Entire home/apt,215,7,5.0,1.25,5,16
6029,Manhattan,Lower East Side,40.782644,-73.980361,Entire home/apt,215,7,33.0,0.94,3,272
6030,Bronx,Riverdale,40.838936,-73.850344,Private room,10,7,34.0,1.36,3,112
6031,Brooklyn,Park Slope,40.661464,-73.981648,Entire home/apt,85,1,24.0,1.14,2,349
6032,Manhattan,Chelsea,40.718038,-73.947331,Private room,10,3,9.0,,3,85
6033,Manhattan,Lower East Side,40.752005,-73.94464,Private room,169,1,28.0,1.87,3,23
6034,Manhattan,Midtown,40.783572,-73.972809,Entire home/apt,320,90,21.0,0.81,1,163
6035,Manhattan,Midtown,40.71973,-73.948591,Entire home/apt,317,14,16.0,0.46,1,345
6036,Manhattan,Upper East Side,40.722156,-73.961573,Entire home/apt,338,2,33.0,1.57,5,106
6037,Brooklyn,Bushwick,40.699885,-73.92897,Entire home/apt,191,1,52.0,2.74,1,69
6038,Brooklyn,Bushwick,40.673681,-73.971506,Entire home/apt,135,14,17.0,0.53,3,237
6039,Manhattan,Hell's Kitchen,40.779636,-74.003003,Entire home/apt,271,2,6.0,0.2,1,186
6040,Brooklyn,Bushwick,40.686794,-73.915776,Private room,48,3,8.0,0.42,1,312
6041,Staten Island,St. George,40.614681,-74.176428,Entire home/apt,57,60,11.0,3.67,2,316
6042,Brooklyn,Bed-Stuy,40.625697,-73.926305,Entire home/apt,153,1,7.0,0.33,1,238
6043,Brooklyn,Crown Heights,40.636306,-73.917401,Private room,65,2,21.0,0.64,3,360
6044,Brooklyn,Williamsburg,40.675557,-73.946383,Entire home/apt,81,1,58.0,3.22,1,70
6045,Brooklyn,Bed-Stuy,40.648462,-73.97663,Entire home/apt,116,2,1.0,0.03,1,142
6046,Manhattan,Hell's Kitchen,40.751529,-73.978179,Private room,166,1,39.0,2.79,2,18
6047,Manhattan,Upper East Side,40.781504,-73.962012,Entire home/apt,250,1,18.0,0.95,1,107
6048,Bronx,Kingsbridge,40.807553,-73.871392,Private room,14,3,47.0,1.88,3,357
6049,Bronx,Riverdale,40.814389,-73.851865,Private room,35,3,5.0,0.23,1,361
6050,Queens,Flushing,40.688714,-73.886075,Entire home/apt,73,30,9.0,0.64,1,243
6051,Bronx,Kingsbridge,40.822979,-73.885074,Private room,73,2,15.0,1.0,5,152
6052,Queens,Astoria,40.689522,-73.882073,Entire home/apt,64,14,26.0,2.17,1,182
6053,Brooklyn,Park Slope,40.683164,-73.91223,Entire home/apt,61,1,6.0,0.23,3,60
6054,Queens,Long Island City,40.754562,-73.830333,Private room,20,30,15.0,1.36,3,282
6055,Brooklyn,Williamsburg,40.694726,-73.982023,Entire home/apt,124,1,1.0,0.03,2,261
6056,Manhattan,Upper East Side,40.715792,-73.974079,Entire home/apt,137,3,5.0,0.23,1,145
6057,Brooklyn,Park Slope,40.652291,-73.913568,Entire home/apt,268,7,18.0,0.58,1,55
6058,Staten Island,Stapleton,40.611266,-74.188189,Entire home/apt,42,2,41.0,1.58,1,214
6059,Queens,Jackson Heights,40.74781,-73.851038,Private room,65,2,26.0,5.2,2,181
6060,Brooklyn,Bed-Stuy,40.650913,-73.982229,Entire home/apt,159,2,23.0,1.21,3,37
6061,Brooklyn,Crown Heights,40.669558,-73.952662,Entire home/apt,190,1,46.0,3.54,3,22
6062,Brooklyn,Bed-Stuy,40.626642,-73.931231,Private room,124,3,94.0,3.62,5,77
6063,Manhattan,Midtown,40.736123,-73.99478,Entire home/apt,316,14,6.0,0.67,1,170
6064,Manhattan,Chelsea,40.758805,-73.990566,Entire home/apt,138,7,18.0,4.5,1,282
6065,Brooklyn,Crown Heights,40.670744,-73.906121,Entire home/apt,147,1,89.0,2.97,1,328
6066,Queens,Flushing,40.737053,-73.856365,Private room,10,7,21.0,2.33,1,81
6067,Brooklyn,Park Slope,40.637136,-73.906469,Private room,11,3,8.0,0.26,2,324
6068,Manhattan,Chelsea,40.765326,-73.980814,Shared room,158,3,13.0,1.3,2,102
6069,Brooklyn,Bushwick,40.648938,-73.911586,Entire home/apt,127,3,45.0,3.21,1,242
6070,Brooklyn,Bushwick,40.694285,-73.951774,Private room,82,7,19.0,19.0,2,171
6071,Bronx,Fordham,40.858788,-73.850709,Entire home/apt,98,7,22.0,3.14,2,39
6072,Manhattan,Hell's Kitchen,40.729261,-73.956778,Private room,153,3,0.0,,3,90
6073,Brooklyn,Bushwick,40.644575,-73.932484,Private room,119,7,,1.24,1,63
6074,Queens,Jackson Heights,40.721117,-73.886461,Private room,42,7,7.0,0.64,1,294
6075,Queens,Astoria,40.721281,-73.899575,Private room,64,1,14.0,2.0,1,253
6076,Manhattan,Chelsea,40.729034,-74.015428,Entire home/apt,305,1,3.0,0.1,1,358
6077,Queens,Flushing,40.692766,-73.872012,Private room,75,3,4.0,1.0,5,154
6078,Brooklyn,Williamsburg,40.690765,-73.965748,Entire home/apt,188,1,10.0,0.3,3,266
6079,Manhattan,Hell's Kitchen,40.746124,-73.952397,Private room,44,3,18.0,0.82,1,128
6080,Queens,Jackson Heights,40.692306,-73.849672,Entire home/apt,74,60,25.0,2.5,20,54
6081,Queens,Jackson Heights,40.731092,-73.893539,Entire home/apt,120,2,21.0,1.31,10,68
6082,Bronx,Riverdale,40.81047,-73.854974,Entire home/apt,85,7,34.0,4.25,1,306
6083,Manhattan,Harlem,40.722432,-73.994957,Private room,190,3,5.0,0.19,3,73
6084,Manhattan,Upper East Side,40.771013,-73.960619,Private room,93,1,38.0,1.9,2,365
6085,Manhattan,Hell's Kitchen,40.721006,-74.023559,Private room,73,1,9.0,0.75,3,208
6086,Manhattan,Hell's Kitchen,40.749551,-73.967537,Private room,226,14,15.0,0.6,1,266
6087,Brooklyn,Williamsburg,40.683516,-73.929279,Entire home/apt,156,30,4.0,0.13,1,54
6088,Brooklyn,Park Slope,40.672387,-73.912136,Entire home/apt,309,2,0.0,,3,85
6089,Brooklyn,Crown Heights,40.678105,-73.945654,Entire home/apt,166,3,85.0,2.93,5,269
6090,Manhattan,Chelsea,40.753182,-74.007602,Shared room,62,2,4.0,4.0,2,41
6091,Manhattan,Midtown,40.721388,-73.976669,Entire home/apt,340,2,72.0,9.0,2,63
6092,Manhattan,Midtown,40.765084,-73.995132,Shared room,144,7,,3.25,1,172
6093,Brooklyn,Park Slope,40.692815,-73.910257,Private room,12,30,13.0,,10,341
6094,Brooklyn,Bushwick,40.661234,-73.932767,Entire home/apt,235,30,1.0,0.5,2,191
6095,Manhattan,Lower East Side,40.717397,-73.954689,Private room,130,7,7.0,0.23,10,1
6096,Brooklyn,Crown Heights,40.66417,-73.952279,Private room,143,1,25.0,3.57,10,237
6097,Brooklyn,Bed-Stuy,40.691937,-73.978986,Entire home/apt,57,7,9.0,0.75,1,87
6098,Queens,Jackson Heights,40.733887,-73.829463,Entire home/apt,123,2,2.0,0.06,1,111
6099,Brooklyn,Park Slope,40.670048,-73.971604,Private room,73,1,59.0,2.95,2,289
6100,Brooklyn,Bed-Stuy,40.632357,-73.964376,Entire home/apt,162,2,43.0,4.78,1,72
6101,Brooklyn,Williamsburg,40.644626,-73.979291,Entire home/apt,150,30,11.0,0.52,2,315
6102,Queens,Astoria,40.761682,-73.858473,Private room,101,3,9.0,0.26,1,28
6103,Brooklyn,Bushwick,40.660899,-73.965805,Private room,10,7,3.0,0.12,1,286
6104,Queens,Astoria,40.721372,-73.850132,Entire home/apt,155,3,23.0,0.88,3,212
6105,Manhattan,Lower East Side,40.777044,-73.966916,Entire home/apt,354,30,16.0,0.46,1,360
6106,Brooklyn,Bed-Stuy,40.654999,-73.908712,Entire home/apt,111,1,81.0,2.53,5,244
6107,Queens,Astoria,40.708662,-73.849982,Private room,66,60,,1.97,2,66
6108,Brooklyn,Bed-Stuy,40.625528,-73.943018,Private room,10,1,21.0,0.6,2,65
6109,Queens,Astoria,40.697579,-73.894028,Private room,109,14,6.0,0.43,5,140
6110,Manhattan,Hell's Kitchen,40.751008,-73.992214,Entire home/apt,145,1,44.0,5.5,1,12
6111,Queens,Flushing,40.764417,-73.87496,Entire home/apt,137,7,10.0,0.83,1,309
6112,Manhattan,Midtown,40.721872,-74.013879,Private room,165,14,26.0,0.72,2,258
6113,Manhattan,Upper East Side,40.773366,-73.996479,Private room,201,7,55.0,2.62,1,139
6114,Manhattan,Midtown,40.723137,-73.946381,Entire home/apt,10,7,2.0,0.67,1,168
6115,Queens,Flushing,40.72419,-73.875006,Entire home/apt,143,2,5.0,0.36,5,114
6116,Brooklyn,Bushwick,40.690985,-73.969517,Entire home/apt,263,7,48.0,8.0,2,33
6117,Manhattan,Lower East Side,40.77795,-73.992865,Entire home/apt,245,1,149.0,8.76,1,331
6118,Manhattan,Midtown,40.77668,-74.019105,Private room,212,1,12.0,2.0,1,345
6119,Brooklyn,Williamsburg,40.645219,-73.968453,Entire home/apt,173,1,12.0,0.36,1,65
6120,Staten Island,Stapleton,40.611832,-74.160555,Private room,21,14,3.0,0.12,1,142
6121,Manhattan,Lower East Side,40.768285,-74.01455,Entire home/apt,212,3,36.0,3.27,1,235
6122,Manhattan,Upper East Side,40.753594,-73.995559,Entire home/apt,269,2,4.0,4.0,1,300
6123,Brooklyn,Bushwick,40.635875,-73.91001,Private room,142,2,20.0,1.0,1,240
6124,Queens,Astoria,40.7327,-73.877489,Entire home/apt,14,2,42.0,1.24,1,182
6125,Manhattan,Chelsea,40.73449,-74.017258,Private room,177,90,25.0,0.71,1,239
6126,Brooklyn,Park Slope,40.665307,-73.939953,Private room,111,2,32.0,3.56,1,131
6127,Brooklyn,Bed-Stuy,40.652949,-73.972127,Entire home/apt,134,14,0.0,,1,265
6128,Brooklyn,Park Slope,40.6575,-73.963051,Private room,92,1,1.0,0.05,1,171
6129,Manhattan,Lower East Side,40.714202,-74.017655,Shared room,103,2,1.0,0.04,1,54
6130,Brooklyn,Bed-Stuy,40.697442,-73.969313,Private room,93,60,24.0,0.69,1,77
6131,Manhattan,Lower East Side,40.726482,-74.015809,Entire home/apt,160,30,33.0,2.36,1,82
6132,Brooklyn,Williamsburg,40.641205,-73.936853,Entire home/apt,127,60,50.0,16.67,1,246
6133,Queens,Flushing,40.697921,-73.887637,Shared room,49,3,30.0,10.0,2,301
6134,Manhattan,Harlem,40.714963,-74.01355,Entire home/apt,142,7,20.0,2.0,1,326
6135,Manhattan,Chelsea,40.7469,-73.9951,Entire home/apt,284,2,37.0,2.64,1,29
6136,Brooklyn,Bushwick,40.692712,-73.9318,Entire home/apt,222,7,28.0,0.78,1,51
6137,Brooklyn,Bushwick,40.672278,-73.93839,Entire home/apt,133,2,15.0,0.65,1,30
6138,Manhattan,Chelsea,40.71943,-73.991103,Entire home/apt,224,30,13.0,1.44,1,273
6139,Manhattan,Hell's Kitchen,40.741866,-73.957244,Private room,230,1,6.0,0.21,1,337
6140,Manhattan,Midtown,40.787922,-73.954757,Entire home/apt,259,2,16.0,0.44,1,230
6141,Brooklyn,Crown Heights,40.644795,-73.958144,Entire home/apt,159,90,,,20,186
6142,Brooklyn,Crown Heights,40.659839,-73.927082,Entire home/apt,98,3,9.0,0.36,1,100
6143,Manhattan,Hell's Kitchen,40.776593,-74.003124,Entire home/apt,257,7,14.0,1.27,1,38
6144,Staten Island,Stapleton,40.550283,-74.11318,Shared room,65,1,26.0,0.87,3,132
6145,Manhattan,Midtown,40.72947,-73.959269,Entire home/apt,307,2,5.0,0.29,1,37
6146,Manhattan,Hell's Kitchen,40.789648,-74.010937,Private room,118,3,11.0,0.39,2,6
6147,Staten Island,New Brighton,40.562244,-74.164218,Entire home/apt,22,7,95.0,9.5,1,247
6148,Brooklyn,Bed-Stuy,40.68229,-73.909545,Entire home/apt,146,1,16.0,1.14,1,58
6149,Brooklyn,Williamsburg,40.689723,-73.919816,Private room,90,2,43.0,2.39,1,41
6150,Brooklyn,Bushwick,40.647604,-73.94012,Shared room,74,3,18.0,0.75,1,253
6151,Manhattan,Lower East Side,40.729612,-74.009369,Entire home/apt,287,2,10.0,0.3,2,230
6152,Manhattan,Lower East Side,40.74166,-73.954156,Entire home/apt,203,1,0.0,,1,338
6153,Queens,Flushing,40.72513,-73.836847,Private room,10,60,21.0,0.78,1,259
6154,Staten Island,St. George,40.591075,-74.189311,Entire home/apt,87,60,22.0,1.05,1,52
6155,Brooklyn,Park Slope,40.637796,-73.953547,Entire home/apt,77,60,7.0,0.28,5,7
6156,Manhattan,Midtown,40.722503,-73.964521,Entire home/apt,298,2,20.0,1.25,2,145
6157,Manhattan,Midtown,40.791918,-73.999037,Private room,100,1,23.0,1.28,10,211
6158,Brooklyn,Williamsburg,40.669911,-73.951794,Entire home/apt,212,14,17.0,0.49,1,238
6159,Manhattan,Midtown,40.787703,-73.998063,Private room,71,2,25.0,0.69,3,119
6160,Manhattan,Upper East Side,40.788712,-74.002419,Entire home/apt,189,3,18.0,,3,314
6161,Manhattan,Chelsea,40.723208,-73.979739,Entire home/apt,130,30,0.0,,1,98
6162,Manhattan,Hell's Kitchen,40.740066,-74.001852,Private room,113,2,7.0,1.17,1,15
6163,Brooklyn,Crown Heights,40.69039,-73.946371,Entire home/apt,151,3,6.0,0.27,1,24
6164,Brooklyn,Crown Heights,40.690082,-73.931966,Entire home/apt,162,2,7.0,0.7,1,5
6165,Queens,Flushing,40.726192,-73.858931,Shared room,10,2,17.0,0.94,1,306
6166,Manhattan,Midtown,40.775872,-74.010483,Entire home/apt,381,7,2.0,0.29,1,241
6167,Brooklyn,Park Slope,40.682107,-73.91896,Entire home/apt,101,7,10.0,0.67,1,301
6168,Bronx,Fordham,40.848042,-73.86346,Private room,112,3,71.0,10.14,3,10
6169,Manhattan,Midtown,40.746604,-73.948728,Private room,146,30,15.0,1.25,2,249
6170,Staten Island,New Brighton,40.566182,-74.154918,Entire home/apt,67,30,3.0,0.15,1,249
6171,Queens,Jackson Heights,40.752302,-73.849395,Entire home/apt,103,14,8.0,1.14,1,91
6172,Manhattan,Lower East Side,40.723675,-73.989378,Private room,59,7,17.0,0.74,1,295
6173,Manhattan,Hell's Kitchen,40.773684,-73.968026,Entire home/apt,259,2,2.0,0.11,1,156
6174,Manhattan,Lower East Side,40.769398,-73.983404,Shared room,126,1,16.0,0.89,1,18
6175,Bronx,Kingsbridge,40.80361,-73.891717,Entire home/apt,117,7,18.0,2.57,1,54
6176,Bronx,Riverdale,40.864552,-73.876013,Private room,112,30,20.0,,5,137
6177,Manhattan,Chelsea,40.75065,-73.988899,Private room,103,1,4.0,0.16,1,285
6178,Brooklyn,Bushwick,40.65869,-73.963486,Private room,102,3,21.0,0.91,1,82
6179,Manhattan,Hell's Kitchen,40.787612,-74.01367,Private room,149,7,3.0,0.09,1,323
6180,Bronx,Kingsbridge,40.816473,-73.854019,Shared room,43,2,76.0,2.92,2,95
6181,Brooklyn,Park Slope,40.673345,-73.909455,Entire home/apt,185,30,0.0,,1,317
6182,Manhattan,Lower East Side,40.747003,-73.962062,Entire home/apt,235,1,10.0,1.11,2,97
6183,Brooklyn,Crown Heights,40.682016,-73.962488,Private room,74,3,9.0,9.0,2,127
6184,Queens,Flushing,40.746001,-73.82414,Entire home/apt,31,2,3.0,0.33,1,181
6185,Manhattan,Harlem,40.749747,-74.010548,Entire home/apt,154,1,17.0,0.68,3,343
6186,Brooklyn,Bed-Stuy,40.69396,-73.942047,Entire home/apt,146,1,101.0,5.61,1,272
6187,Queens,Astoria,40.741488,-73.886101,Entire home/apt,119,7,30.0,1.25,1,168
6188,Bronx,Kingsbridge,40.818268,-73.879607,Private room,10,1,9.0,0.56,1,154
6189,Queens,Jackson Heights,40.742734,-73.827348,Private room,10,1,126.0,4.2,1,289
6190,Manhattan,Harlem,40.78968,-74.014354,Entire home/apt,177,2,6.0,0.21,5,24
6191,Manhattan,Chelsea,40.781892,-74.001385,Entire home/apt,195,1,61.0,2.03,2,139
6192,Queens,Long Island City,40.70393,-73.858109,Private room,10,1,74.0,4.11,1,169
6193,Brooklyn,Park Slope,40.698159,-73.953125,Private room,152,14,68.0,2.0,1,239
6194,Queens,Flushing,40.701138,-73.852189,Shared room,10,1,30.0,1.5,1,159
6195,Brooklyn,Williamsburg,40.675304,-73.915981,Private room,234,1,51.0,2.55,1,270
6196,Manhattan,Upper East Side,40.753611,-74.019826,Private room,253,7,29.0,1.38,2,6
6197,Manhattan,Midtown,40.781869,-73.955193,Private room,112,14,33.0,5.5,1,315
6198,Queens,Astoria,40.709419,-73.828845,Private room,50,7,59.0,3.69,2,324
6199,Manhattan,Midtown,40.779391,-74.000028,Private room,10,14,12.0,1.09,1,24
6200,Brooklyn,Bed-Stuy,40.677389,-73.925885,Entire home/apt,113,1,,11.75,1,151
6201,Queens,Astoria,40.742123,-73.840919,Entire home/apt,94,2,35.0,1.84,5,180
6202,Manhattan,Lower East Side,40.762481,-74.018269,Private room,77,7,13.0,0.41,1,205
6203,Manhattan,Midtown,40.737313,-73.956875,Entire home/apt,260,7,18.0,0.64,2,307
6204,Queens,Flushing,40.747163,-73.894116,Entire home/apt,122,30,14.0,0.45,1,261
6205,Manhattan,Upper East Side,40.720328,-74.001096,Entire home/apt,243,7,69.0,2.09,20,222
6206,Brooklyn,Bed-Stuy,40.688433,-73.905949,Private room,25,2,12.0,1.5,10,279
6207,Manhattan,Upper East Side,40.71471,-74.023428,Entire home/apt,106,2,3.0,3.0,5,317
6208,Manhattan,Lower East Side,40.75642,-73.981265,Private room,153,30,54.0,4.15,3,194
6209,Bronx,Kingsbridge,40.857702,-73.872141,Entire home/apt,74,2,9.0,9.0,2,59
6210,Brooklyn,Park Slope,40.676185,-73.949585,Private room,73,1,4.0,0.11,3,39
6211,Queens,Long Island City,40.741765,-73.830398,Entire home/apt,154,3,12.0,,1,127
6212,Manhattan,Hell's Kitchen,40.78924,-73.96102,Shared room,23,30,,0.26,1,320
6213,Queens,Astoria,40.749027,-73.821205,Private room,58,2,36.0,1.24,1,221
6214,Manhattan,Harlem,40.764158,-74.001904,Private room,176,2,84.0,2.47,2,40
6215,Manhattan,Harlem,40.725785,-73.96949,Entire home/apt,427,2,32.0,2.67,2,208
6216,Manhattan,Midtown,40.776962,-74.000471,Private room,131,2,84.0,3.5,5,54
6217,Manhattan,Harlem,40.728338,-73.955024,Entire home/apt,292,1,,1.06,5,25
6218,Manhattan,Chelsea,40.735228,-73.982197,Private room,96,30,5.0,1.25,1,1
6219,Manhattan,Upper East Side,40.793599,-73.958149,Private room,248,3,3.0,0.09,1,273
6220,Manhattan,Upper East Side,40.776884,-74.004192,Private room,203,30,14.0,,1,56
6221,Queens,Long Island City,40.71606,-73.85801,Private room,104,30,25.0,3.12,2,303
6222,Queens,Long Island City,40.726126,-73.884306,Private room,66,7,59.0,3.69,1,12
6223,Brooklyn,Bed-Stuy,40.670069,-73.929781,Private room,133,7,0.0,,1,83
6224,Manhattan,Midtown,40.787652,-74.005537,Private room,161,3,0.0,,2,4
6225,Manhattan,Chelsea,40.724703,-73.998802,Shared room,10,30,29.0,1.45,1,17
6226,Brooklyn,Park Slope,40.655875,-73.929393,Entire home/apt,143,7,32.0,1.68,3,359
6227,Manhattan,Chelsea,40.748596,-73.952556,Entire home/apt,233,1,85.0,6.07,20,19
6228,Brooklyn,Williamsburg,40.65842,-73.932478,Entire home/apt,194,2,24.0,0.92,1,203
6229,Bronx,Riverdale,40.855359,-73.888252,Private room,35,1,48.0,2.4,3,281
6230,Manhattan,Hell's Kitchen,40.779335,-74.007104,Private room,131,2,29.0,0.88,10,9
6231,Queens,Astoria,40.745568,-73.862833,Entire home/apt,133,2,7.0,0.23,1,53
6232,Manhattan,Lower East Side,40.745014,-74.017764,Private room,126,14,9.0,0.28,1,114
6233,Queens,Astoria,40.742999,-73.859871,Private room,10,60,1.0,0.04,1,56
6234,Manhattan,Midtown,40.779486,-74.017936,Entire home/apt,147,1,26.0,0.87,3,185
6235,Brooklyn,Crown Heights,40.689178,-73.971649,Private room,138,1,2.0,0.1,1,166
6236,Bronx,Fordham,40.836323,-73.877335,Entire home/apt,98,1,35.0,5.0,1,345
6237,Queens,Astoria,40.726242,-73.849426,Entire home/apt,92,1,81.0,3.52,1,234
6238,Brooklyn,Bushwick,40.680432,-73.983176,Entire home/apt,151,60,9.0,0.35,1,291
6239,Manhattan,Chelsea,40.721819,-73.950878,Private room,171,90,57.0,57.0,5,188
6240,Queens,Astoria,40.693526,-73.832065,Private room,88,7,14.0,0.5,3,236
6241,Manhattan,Upper East Side,40.740356,-74.023607,Entire home/apt,130,14,67.0,5.15,1,278
